Transaction Date,Action,Symbol,Quantity,Price,Gross Amount,Commission,Net Amount,Currency,Activity Type,Account Type
2022-05-26 12:00:00 AM,Buy,NU,2500.00000,3.74910000,-9372.75,-9.95,-9382.70,USD,Trades,Individual RRSP
2022-05-26 12:00:00 AM,Buy,RH,25.00000,278.63350000,-6965.84,-4.95,-6970.79,USD,Trades,Individual TFSA
2022-05-26 12:00:00 AM,Buy,AMZN,8.00000,2249.4283,-17995.43,-4.95,-18000.38,USD,Trades,Individual TFSA
2022-06-08 12:00:00 AM,DIS,A003829,152.00000,0.00000000,0.00,0.00,0.00,USD,Dividends,Individual TFSA
2022-06-13 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,44.71,USD,Dividends,Individual spousal RRSP
2022-06-13 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,22.17,USD,Dividends,Individual TFSA
2022-06-13 12:00:00 AM,FXT,,0.00000,0.00000000,0.00,0.00,-2906.07,USD,FX conversion,Individual RRSP
2022-06-13 12:00:00 AM,FXT,,0.00000,0.00000000,0.00,0.00,3698.26,CAD,FX conversion,Individual RRSP
2022-06-13 12:00:00 AM,Buy,DIA,25.00000,305.57280000,-7639.32,0.00,-7639.32,USD,Trades,Individual spousal RRSP
2022-06-13 12:00:00 AM,Buy,QQQ,20.00000,276.60780000,-5532.16,0.00,-5532.16,USD,Trades,Individual spousal RRSP
2022-06-13 12:00:00 AM,Buy,BLOK,350.00000,18.87197143,-6605.19,0.00,-6605.19,USD,Trades,Individual spousal RRSP
2022-06-13 12:00:00 AM,Buy,BTCC.TO,900.00000,4.54000000,-4086.00,-3.15,-4089.15,CAD,Trades,Individual RRSP
2022-06-13 12:00:00 AM,Buy,XQQ.TO,100.00000,88.09000000,-8809.00,-0.35,-8809.35,CAD,Trades,Individual RRSP
2022-06-28 12:00:00 AM,Buy,DIA,20.00000,309.52290000,-6190.46,0.00,-6190.46,USD,Trades,Individual spousal RRSP
2022-06-28 12:00:00 AM,Buy,QQQ,25.00000,283.60190000,-7090.05,0.00,-7090.05,USD,Trades,Individual spousal RRSP
2022-06-30 12:00:00 AM,DIV,S009301,0.00000,0.00000000,0.00,0.00,127.50,USD,Dividends,Individual RRSP
2022-06-30 12:00:00 AM,,XQQ,0.00000,0.16000000,0.00,0.00,33.00,CAD,Dividends,Individual RRSP
2022-07-11 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,58.83,USD,Dividends,Individual spousal RRSP
2022-07-11 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,20.59,USD,Dividends,Individual TFSA
2022-07-29 12:00:00 AM,DIV,H062990,0.00000,0.00000000,0.00,0.00,50.10,USD,Dividends,Individual spousal RRSP
2022-08-01 12:00:00 AM,DIV,Y008040,0.00000,0.00000000,0.00,0.00,74.38,USD,Dividends,Individual TFSA
2022-08-15 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,13.49,USD,Dividends,Individual spousal RRSP
2022-08-15 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,3.83,USD,Dividends,Individual TFSA
2022-08-29 12:00:00 AM,DIS,T013220,40.00000,0.00000000,0.00,0.00,0.00,USD,Dividends,Individual RRSP
2022-08-29 12:00:00 AM,DIS,T013220,40.00000,0.00000000,0.00,0.00,0.00,USD,Dividends,Individual TFSA
2022-09-12 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,68.90,USD,Dividends,Individual spousal RRSP
2022-09-12 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,19.53,USD,Dividends,Individual TFSA
2022-09-28 12:00:00 AM,Sell,DIA,-50.00000,296.72440000,14836.22,-5.29,14830.93,USD,Trades,Individual spousal RRSP
2022-09-28 12:00:00 AM,Sell,TSLA,-35.00000,286.88301429,10040.91,-10.13,10030.78,USD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,STNE,-800.00000,9.90140000,7921.12,-8.19,7912.93,USD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,SPG,-75.00000,92.68220000,6951.17,-5.11,6946.06,USD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,BTCC.TO,-900.00000,3.84000000,3456.00,-12.15,3443.85,CAD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,BTCC.TO,-900.00000,3.85000000,3465.00,-12.15,3452.85,CAD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,NU,-2500.00000,4.82150000,12053.75,-10.23,12043.52,USD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,DAL,-250.00000,29.52000000,7380.00,-5.12,7374.88,USD,Trades,Individual RRSP
2022-09-28 12:00:00 AM,Sell,XRX,-350.00000,14.44090000,5054.32,-5.07,5049.25,USD,Trades,Individual TFSA
2022-09-28 12:00:00 AM,Sell,TSLA,-60.00000,286.72,17203.04,-5.35,17197.69,USD,Trades,Individual TFSA
2022-09-28 12:00:00 AM,Sell,DIA,-35.00000,297.06630000,10397.32,-5.19,10392.13,USD,Trades,Individual TFSA
2022-09-28 12:00:00 AM,Sell,RCL,-100.00000,47.33250000,4733.25,-5.06,4728.19,USD,Trades,Individual TFSA
2022-09-28 12:00:00 AM,Sell,RH,-25.00000,259.09500000,6477.38,-5.10,6472.28,USD,Trades,Individual TFSA
2022-09-28 12:00:00 AM,Sell,AMZN,-8.00000,2357.60,18861.09,-5.39,18855.70,USD,Trades,Individual TFSA
2022-09-30 12:00:00 AM,DIV,S009301,0.00000,0.00000000,0.00,0.00,131.25,USD,Dividends,Individual RRSP
2022-10-04 12:00:00 AM,FXT,,0.00000,0.00000000,0.00,0.00,-62830.00,USD,FX conversion,Individual TFSA
2022-10-04 12:00:00 AM,FXT,,0.00000,0.00000000,0.00,0.00,83840.35,CAD,FX conversion,Individual TFSA
2022-10-17 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,86.43,USD,Dividends,Individual spousal RRSP
2022-10-17 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,24.49,USD,Dividends,Individual TFSA
2022-10-31 12:00:00 AM,DIV,H062990,0.00000,0.00000000,0.00,0.00,62.23,USD,Dividends,Individual spousal RRSP
2022-11-14 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,10.01,USD,Dividends,Individual spousal RRSP
2022-12-12 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,37.45,USD,Dividends,Individual spousal RRSP
2022-12-30 12:00:00 AM,DIV,H062990,0.00000,0.00000000,0.00,0.00,78.65,USD,Dividends,Individual spousal RRSP
2023-01-05 12:00:00 AM,,XQQ,0.00000,0.19000000,0.00,0.00,38.74,CAD,Dividends,Individual RRSP
2023-01-17 12:00:00 AM,DIV,S025521,0.00000,0.00000000,0.00,0.00,41.27,USD,Dividends,Individual spousal RRSP
2023-01-17 12:00:00 AM,WDR,,0.00000,0.00000000,0.00,0.00,-50000.00,CAD,Withdrawals,Individual TFSA
2023-01-18 12:00:00 AM,WDR,,0.00000,0.00000000,0.00,0.00,-33850.00,CAD,Withdrawals,Individual TFSA
2023-01-27 12:00:00 AM,Sell,DIA,-55.00000,339.92510000,18695.88,-5.38,18690.50,USD,Trades,Individual spousal RRSP
2023-01-27 12:00:00 AM,Sell,QQQ,-120.00000,295.86083333,35503.30,-5.77,35497.53,USD,Trades,Individual spousal RRSP
2023-01-27 12:00:00 AM,Sell,BLOK,-735.00000,18.96165646,13936.82,-7.67,13929.15,USD,Trades,Individual spousal RRSP
2023-01-30 12:00:00 AM,Buy,DIA,110.00000,337.35760000,-37109.34,0.00,-37109.34,USD,Trades,Individual spousal RRSP
2023-01-30 12:00:00 AM,Buy,QQQ,200.00000,290.73710000,-58147.42,0.00,-58147.42,USD,Trades,Individual spousal RRSP
2023-01-30 12:00:00 AM,Sell,UAL,-200.00000,48.56110000,9712.22,-5.18,9707.04,USD,Trades,Individual RRSP
2023-01-30 12:00:00 AM,Buy,TSLA,30.00000,168.08850000,-5042.66,-4.95,-5047.61,USD,Trades,Individual RRSP
2023-01-30 12:00:00 AM,Buy,DIA,165.00000,337.24430000,-55645.31,0.00,-55645.31,USD,Trades,Individual RRSP
2023-01-30 12:00:00 AM,Buy,QQQ,100.00000,290.45500000,-29045.50,0.00,-29045.50,USD,Trades,Individual RRSP
2023-01-30 12:00:00 AM,Buy,XQQ.TO,75.00000,91.66000000,-6874.50,-0.26,-6874.76,CAD,Trades,Individual RRSP
2023-01-30 12:00:00 AM,Buy,CNK,400.00000,11.12930000,-4451.72,-4.95,-4456.67,USD,Trades,Individual RRSP
